application_id,destination_country,visa_type,nationality,application_date,decision_date,processing_time_days,visa_status,processing_center,biometric_required,interview_required,application_mode
VISA000774,USA,Visiting,India,2022-09-25,2022-12-10,76,Rejected,Abuja,No,No,Online
VISA000775,Canada,Work,Brazil,2022-02-23,2022-05-01,67,Rejected,Bengaluru,Yes,Yes,Offline
VISA000776,Canada,Student,Philippines,2022-08-24,2022-10-12,49,Approved,Abuja,No,No,Online
VISA000777,Australia,Work,China,2023-01-24,2023-04-12,78,Rejected,Mumbai,Yes,Yes,Online
VISA000778,Australia,Work,Bangladesh,2023-02-05,2023-04-05,59,Approved,Dhaka,Yes,Yes,Online
VISA000779,UK,Student,Brazil,2023-09-16,2023-11-15,60,Approved,Shanghai,No,No,Online
VISA000780,USA,Student,Philippines,2022-10-30,2022-12-11,42,Approved,Mumbai,Yes,Yes,Online
VISA000781,USA,Visiting,Philippines,2022-07-26,2022-09-11,47,Approved,Chennai,Yes,Yes,Online
VISA000782,Australia,Visiting,China,2022-08-17,2022-09-30,44,Approved,Shanghai,Yes,No,Online
VISA000783,UK,Tourist,Nigeria,2023-08-01,2023-09-26,56,Approved,Beijing,Yes,Yes,Online
VISA000784,UK,Tourist,Philippines,2022-03-16,2022-05-19,64,Approved,Shanghai,No,No,Offline
VISA000785,Canada,Work,Nigeria,2023-03-11,2023-05-10,60,Approved,Shanghai,Yes,Yes,Online
VISA000786,Canada,Student,Philippines,2022-04-13,2022-06-30,78,Rejected,Mumbai,Yes,Yes,Online
VISA000787,UK,Tourist,China,2023-02-26,2023-04-08,41,Approved,Chennai,Yes,Yes,Online
VISA000788,Canada,Work,India,2023-12-05,2024-01-30,56,Approved,Shanghai,Yes,No,Offline
VISA000789,Australia,Student,China,2022-11-02,2022-12-07,35,Approved,Mumbai,Yes,Yes,Online
VISA000790,UK,Visiting,China,2022-04-08,2022-05-19,41,Approved,Mumbai,Yes,No,Offline
VISA000791,Canada,Work,India,2022-12-01,2023-02-12,73,Rejected,Shanghai,Yes,No,Online
VISA000792,USA,Visiting,India,2023-03-11,2023-04-28,48,Approved,Abuja,Yes,Yes,Offline
VISA000793,UK,Tourist,Brazil,2023-03-23,2023-05-04,42,Approved,Chennai,No,Yes,Online
VISA000794,UK,Tourist,Philippines,2022-11-04,2022-11-27,23,Approved,Sao Paulo,Yes,Yes,Online
VISA000795,USA,Student,Brazil,2022-09-06,2022-10-18,42,Approved,Shanghai,Yes,Yes,Online
VISA000796,Australia,Work,India,2022-06-15,2022-08-05,51,Approved,Bengaluru,Yes,Yes,Online
VISA000797,USA,Visiting,Nigeria,2023-04-26,2023-05-30,34,Approved,Bengaluru,Yes,No,Offline
VISA000798,UK,Student,Nigeria,2022-12-01,2023-01-21,51,Approved,Beijing,No,No,Offline
VISA000799,Australia,Tourist,China,2023-06-26,2023-09-08,74,Rejected,Chennai,No,No,Online
VISA000800,Canada,Tourist,Bangladesh,2022-04-16,2022-05-30,44,Approved,Mumbai,Yes,No,Online
VISA000801,Canada,Work,China,2023-07-17,2023-08-26,40,Approved,Dhaka,No,No,Online
VISA000802,Canada,Visiting,China,2022-03-22,2022-04-29,38,Approved,Manila,Yes,Yes,Online
VISA000803,UK,Work,Bangladesh,2022-05-13,2022-06-19,37,Approved,Chennai,Yes,No,Online
VISA000804,USA,Visiting,Philippines,2022-05-18,2022-07-20,63,Approved,Chennai,Yes,No,Offline
VISA000805,Australia,Visiting,India,2022-07-03,2022-08-27,55,Approved,Shanghai,Yes,Yes,Offline
VISA000806,Canada,Work,Nigeria,2023-02-05,2023-04-15,69,Rejected,Shanghai,Yes,No,Online
VISA000807,Australia,Student,China,2022-11-26,2023-02-19,85,Rejected,Mumbai,No,Yes,Offline
VISA000808,UK,Work,Bangladesh,2023-05-23,2023-06-19,27,Approved,Beijing,Yes,No,Online
VISA000809,Canada,Work,Brazil,2022-03-10,2022-05-09,60,Approved,Shanghai,No,No,Online
VISA000810,UK,Tourist,China,2023-06-30,2023-08-07,38,Approved,Manila,No,No,Online
VISA000811,USA,Tourist,Nigeria,2022-02-22,2022-04-29,66,Rejected,Manila,Yes,Yes,Online
VISA000812,UK,Work,India,2023-03-26,2023-05-15,50,Approved,Beijing,Yes,No,Online
VISA000813,UK,Work,China,2022-07-24,2022-09-17,55,Approved,Abuja,Yes,Yes,Online
VISA000814,USA,Tourist,China,2022-05-06,2022-06-10,35,Approved,Abuja,No,Yes,Online
VISA000815,Australia,Visiting,Philippines,2022-02-12,2022-04-01,48,Approved,Chennai,Yes,No,Online
VISA000816,USA,Work,Bangladesh,2022-04-21,2022-06-16,56,Approved,Shanghai,Yes,Yes,Offline
VISA000817,USA,Student,Brazil,2023-10-25,2024-01-08,75,Rejected,Bengaluru,Yes,No,Online
VISA000818,UK,Student,Brazil,2022-07-02,2022-08-14,43,Approved,Sao Paulo,Yes,Yes,Offline
VISA000819,Australia,Student,India,2022-04-05,2022-05-21,46,Approved,Beijing,Yes,Yes,Offline
VISA000820,Canada,Work,Nigeria,2023-01-09,2023-03-19,69,Rejected,Chennai,Yes,No,Online
VISA000821,USA,Visiting,India,2023-06-04,2023-07-16,42,Approved,Bengaluru,Yes,Yes,Online
VISA000822,Australia,Visiting,China,2022-12-26,2023-03-08,72,Rejected,Shanghai,Yes,Yes,Offline
VISA000823,USA,Tourist,China,2023-11-27,2024-01-20,54,Approved,Bengaluru,Yes,No,Online
VISA000824,USA,Work,Brazil,2022-10-08,2022-12-06,59,Approved,Bengaluru,Yes,Yes,Offline
VISA000825,USA,Visiting,Nigeria,2022-07-14,2022-09-12,60,Approved,Beijing,Yes,No,Online
VISA000826,USA,Work,Bangladesh,2022-07-14,2022-08-28,45,Approved,Chennai,Yes,Yes,Online
VISA000827,UK,Tourist,Nigeria,2023-10-29,2023-12-28,60,Approved,Mumbai,Yes,Yes,Offline
VISA000828,Australia,Tourist,China,2022-04-03,2022-05-16,43,Approved,Manila,Yes,Yes,Offline
VISA000829,Australia,Tourist,Bangladesh,2023-11-03,2023-12-20,47,Approved,Chennai,Yes,Yes,Offline
VISA000830,Australia,Student,Nigeria,2022-03-02,2022-05-04,63,Approved,Sao Paulo,Yes,Yes,Online
VISA000831,USA,Work,Nigeria,2023-09-26,2023-11-24,59,Approved,Bengaluru,Yes,Yes,Offline
VISA000832,UK,Tourist,Bangladesh,2022-02-20,2022-04-14,53,Approved,Mumbai,Yes,Yes,Offline
VISA000833,USA,Work,China,2023-02-07,2023-03-15,36,Approved,Beijing,Yes,Yes,Offline
VISA000834,USA,Student,Nigeria,2022-01-05,2022-02-13,39,Approved,Dhaka,No,Yes,Online
VISA000835,Australia,Student,Bangladesh,2023-04-11,2023-06-09,59,Approved,Manila,No,Yes,Online
VISA000836,USA,Tourist,Philippines,2023-08-27,2023-10-31,65,Approved,Dhaka,No,Yes,Offline
VISA000837,Canada,Tourist,Philippines,2023-11-13,2023-12-21,38,Approved,Shanghai,No,No,Online
VISA000838,USA,Visiting,China,2023-06-18,2023-07-30,42,Approved,Dhaka,Yes,No,Online
VISA000839,Canada,Work,Bangladesh,2023-02-09,2023-04-07,57,Approved,Bengaluru,Yes,No,Online
VISA000840,USA,Tourist,Philippines,2023-05-28,2023-07-23,56,Approved,Bengaluru,Yes,Yes,Online
VISA000841,UK,Visiting,Bangladesh,2023-10-07,2023-11-06,30,Approved,Bengaluru,Yes,No,Online
VISA000842,UK,Work,Nigeria,2022-08-21,2022-10-17,57,Approved,Bengaluru,Yes,No,Online
VISA000843,Australia,Tourist,China,2023-06-08,2023-07-24,46,Approved,Chennai,No,No,Offline
VISA000844,USA,Visiting,Philippines,2022-12-12,2023-03-01,79,Rejected,Dhaka,Yes,Yes,Online
VISA000845,Canada,Visiting,Nigeria,2022-02-15,2022-04-14,58,Approved,Sao Paulo,Yes,No,Online
VISA000846,Canada,Work,India,2023-06-30,2023-08-30,61,Approved,Dhaka,Yes,No,Online
VISA000847,USA,Visiting,India,2022-03-19,2022-05-19,61,Approved,Chennai,Yes,No,Online
VISA000848,Canada,Work,China,2023-12-31,2024-02-05,36,Approved,Sao Paulo,Yes,Yes,Online
VISA000849,UK,Work,Philippines,2022-03-14,2022-06-06,84,Rejected,Sao Paulo,No,Yes,Online
VISA000850,Canada,Work,Philippines,2022-09-06,2022-10-06,30,Approved,Manila,Yes,Yes,Online
VISA000851,Australia,Student,Philippines,2022-02-16,2022-04-23,66,Rejected,Sao Paulo,No,Yes,Offline
VISA000852,UK,Visiting,Bangladesh,2022-05-01,2022-07-04,64,Approved,Dhaka,Yes,No,Online
VISA000853,UK,Work,Nigeria,2022-08-02,2022-09-18,47,Approved,Bengaluru,No,Yes,Online
VISA000854,UK,Tourist,Philippines,2022-08-27,2022-10-30,64,Approved,Bengaluru,Yes,Yes,Online
VISA000855,USA,Student,Nigeria,2022-02-25,2022-04-16,50,Approved,Shanghai,Yes,Yes,Online
VISA000856,USA,Student,China,2022-12-16,2023-01-29,44,Approved,Manila,Yes,Yes,Offline
VISA000857,UK,Visiting,Philippines,2022-04-17,2022-06-18,62,Approved,Dhaka,No,Yes,Offline
VISA000858,USA,Work,China,2022-02-17,2022-03-28,39,Approved,Dhaka,No,No,Online
VISA000859,Canada,Visiting,Philippines,2023-07-27,2023-09-16,51,Approved,Beijing,Yes,Yes,Online
VISA000860,USA,Student,India,2022-12-03,2023-01-18,46,Approved,Abuja,Yes,Yes,Online
VISA000861,USA,Work,Brazil,2022-01-26,2022-03-16,49,Approved,Dhaka,No,Yes,Online
VISA000862,UK,Tourist,China,2022-09-14,2022-11-14,61,Approved,Mumbai,Yes,Yes,Offline
VISA000863,Australia,Work,Philippines,2022-01-08,2022-02-23,46,Approved,Dhaka,Yes,Yes,Online
VISA000864,Australia,Student,Brazil,2023-09-17,2023-11-08,52,Approved,Beijing,Yes,No,Online
VISA000865,Australia,Tourist,China,2022-09-10,2022-10-27,47,Approved,Sao Paulo,Yes,No,Online
VISA000866,Canada,Work,Bangladesh,2023-11-23,2024-02-07,76,Rejected,Chennai,No,No,Online
VISA000867,USA,Tourist,Philippines,2023-12-20,2024-02-18,60,Approved,Chennai,No,No,Online
VISA000868,Australia,Tourist,Bangladesh,2022-10-30,2022-12-27,58,Approved,Mumbai,Yes,Yes,Online
VISA000869,UK,Student,India,2023-10-01,2023-12-05,65,Approved,Mumbai,Yes,No,Offline
VISA000870,Australia,Tourist,Philippines,2022-02-25,2022-04-12,46,Approved,Shanghai,No,No,Online
VISA000871,Australia,Visiting,India,2023-12-27,2024-03-03,67,Rejected,Chennai,Yes,No,Online
VISA000872,USA,Student,Brazil,2023-06-10,2023-08-09,60,Approved,Sao Paulo,No,Yes,Online
VISA000873,USA,Visiting,China,2023-04-19,2023-05-20,31,Approved,Chennai,Yes,No,Offline
VISA000874,USA,Tourist,Nigeria,2022-01-28,2022-03-02,33,Approved,Abuja,Yes,No,Online
VISA000875,Canada,Visiting,India,2022-03-19,2022-05-04,46,Approved,Chennai,No,No,Offline
VISA000876,Canada,Work,Nigeria,2022-08-04,2022-09-08,35,Approved,Bengaluru,Yes,Yes,Offline
VISA000877,Australia,Tourist,Nigeria,2023-01-21,2023-03-13,51,Approved,Shanghai,Yes,No,Offline
VISA000878,USA,Work,China,2022-12-31,2023-02-08,39,Approved,Beijing,Yes,No,Online
VISA000879,Australia,Visiting,Brazil,2023-10-28,2023-12-20,53,Approved,Mumbai,Yes,No,Online
VISA000880,UK,Work,China,2023-06-10,2023-08-25,76,Rejected,Abuja,Yes,Yes,Online
VISA000881,UK,Tourist,Philippines,2023-11-30,2024-01-23,54,Approved,Mumbai,No,No,Online
VISA000882,USA,Work,India,2022-11-08,2022-12-28,50,Approved,Shanghai,No,Yes,Online
VISA000883,USA,Visiting,Nigeria,2022-01-07,2022-03-08,60,Approved,Dhaka,Yes,Yes,Online
VISA000884,UK,Visiting,China,2022-01-03,2022-02-16,44,Approved,Abuja,Yes,Yes,Offline
VISA000885,USA,Visiting,China,2023-09-15,2023-11-21,67,Rejected,Manila,Yes,No,Online
VISA000886,Canada,Tourist,China,2022-12-29,2023-03-01,62,Approved,Abuja,Yes,Yes,Online
VISA000887,Canada,Visiting,India,2023-05-23,2023-07-17,55,Approved,Shanghai,Yes,Yes,Online
VISA000888,USA,Tourist,Brazil,2022-10-01,2022-11-27,57,Approved,Beijing,No,No,Online
VISA000889,UK,Work,China,2023-05-21,2023-08-14,85,Rejected,Abuja,Yes,No,Online
VISA000890,Australia,Visiting,India,2022-01-15,2022-03-25,69,Rejected,Shanghai,No,Yes,Online
VISA000891,USA,Work,Nigeria,2022-07-11,2022-10-06,87,Rejected,Sao Paulo,Yes,No,Online
VISA000892,USA,Student,Philippines,2023-09-23,2023-11-24,62,Approved,Chennai,Yes,No,Online
VISA000893,Australia,Work,Bangladesh,2023-04-30,2023-06-01,32,Approved,Sao Paulo,Yes,Yes,Offline
VISA000894,USA,Student,India,2022-01-28,2022-03-20,51,Approved,Shanghai,Yes,Yes,Offline
VISA000895,Australia,Work,Bangladesh,2023-12-15,2024-01-13,29,Approved,Bengaluru,Yes,Yes,Offline
VISA000896,UK,Tourist,China,2022-02-08,2022-04-11,62,Approved,Dhaka,No,Yes,Online
VISA000897,Canada,Work,China,2022-09-30,2022-12-05,66,Rejected,Chennai,Yes,Yes,Online
VISA000898,UK,Tourist,India,2022-08-19,2022-09-29,41,Approved,Bengaluru,No,No,Online
VISA000899,Canada,Tourist,Bangladesh,2022-03-27,2022-05-11,45,Approved,Beijing,Yes,No,Online
VISA000900,Australia,Visiting,China,2023-04-19,2023-06-15,57,Approved,Mumbai,No,Yes,Online
VISA000901,Canada,Tourist,Nigeria,2022-05-06,2022-06-12,37,Approved,Manila,Yes,Yes,Online
VISA000902,UK,Student,Brazil,2023-06-21,2023-07-26,35,Approved,Chennai,No,Yes,Online
VISA000903,Canada,Visiting,Brazil,2022-05-25,2022-08-06,73,Rejected,Sao Paulo,Yes,Yes,Online
VISA000904,Australia,Visiting,China,2023-06-09,2023-08-04,56,Approved,Dhaka,No,Yes,Offline
VISA000905,Canada,Work,Bangladesh,2022-07-31,2022-09-15,46,Approved,Bengaluru,No,No,Online
VISA000906,USA,Tourist,Philippines,2022-01-25,2022-02-23,29,Approved,Shanghai,Yes,No,Online
VISA000907,UK,Tourist,China,2023-08-03,2023-10-09,67,Rejected,Chennai,Yes,Yes,Online
VISA000908,USA,Student,Philippines,2023-01-29,2023-03-14,44,Approved,Mumbai,Yes,No,Online
VISA000909,Australia,Work,Philippines,2022-03-08,2022-05-29,82,Rejected,Shanghai,No,Yes,Online
VISA000910,Canada,Work,Bangladesh,2022-08-21,2022-10-27,67,Rejected,Bengaluru,Yes,No,Online
VISA000911,USA,Visiting,Philippines,2022-04-19,2022-05-31,42,Approved,Dhaka,Yes,Yes,Online
VISA000912,USA,Visiting,Nigeria,2022-05-26,2022-07-09,44,Approved,Abuja,Yes,Yes,Offline
VISA000913,Canada,Visiting,Bangladesh,2022-04-21,2022-07-10,80,Rejected,Mumbai,Yes,No,Offline
VISA000914,Canada,Student,China,2022-08-16,2022-10-08,53,Approved,Shanghai,No,Yes,Online
VISA000915,UK,Student,Nigeria,2022-04-21,2022-06-07,47,Approved,Mumbai,Yes,No,Online
VISA000916,USA,Visiting,India,2023-04-15,2023-06-09,55,Approved,Beijing,Yes,Yes,Online
VISA000917,USA,Work,Brazil,2022-02-03,2022-03-22,47,Approved,Shanghai,No,Yes,Offline
VISA000918,Australia,Student,China,2023-09-15,2023-11-12,58,Approved,Chennai,Yes,Yes,Online
VISA000919,UK,Work,China,2023-01-04,2023-02-26,53,Approved,Abuja,Yes,Yes,Online
VISA000920,Australia,Work,China,2023-08-18,2023-10-25,68,Rejected,Abuja,Yes,No,Online
VISA000921,USA,Tourist,Nigeria,2023-07-08,2023-08-26,49,Approved,Manila,Yes,Yes,Online
VISA000922,Australia,Visiting,India,2023-03-01,2023-04-11,41,Approved,Mumbai,Yes,No,Offline
VISA000923,USA,Tourist,Bangladesh,2023-09-05,2023-10-24,49,Approved,Sao Paulo,No,No,Online
VISA000924,USA,Visiting,India,2023-06-02,2023-07-21,49,Approved,Abuja,Yes,No,Online
VISA000925,Australia,Visiting,Nigeria,2023-11-23,2024-01-15,53,Approved,Abuja,Yes,Yes,Online
VISA000926,Australia,Work,China,2022-10-09,2022-12-12,64,Approved,Beijing,Yes,No,Online
VISA000927,Canada,Visiting,Brazil,2022-11-16,2023-01-18,63,Approved,Beijing,Yes,Yes,Offline
VISA000928,Canada,Work,China,2023-03-19,2023-05-30,72,Rejected,Beijing,No,Yes,Offline
VISA000929,Canada,Work,Bangladesh,2022-11-11,2022-12-23,42,Approved,Mumbai,Yes,Yes,Online
VISA000930,USA,Visiting,Philippines,2023-01-12,2023-03-13,60,Approved,Shanghai,Yes,Yes,Online
VISA000931,Australia,Work,Brazil,2022-10-16,2022-12-20,65,Approved,Dhaka,Yes,Yes,Online
VISA000932,UK,Work,China,2023-03-13,2023-04-26,44,Approved,Sao Paulo,Yes,No,Online
VISA000933,USA,Work,Brazil,2023-10-24,2023-12-14,51,Approved,Abuja,Yes,Yes,Online
VISA000934,UK,Student,Philippines,2022-10-04,2022-11-01,28,Approved,Manila,Yes,Yes,Online
VISA000935,Australia,Work,India,2023-12-11,2024-02-17,68,Rejected,Sao Paulo,Yes,No,Online
VISA000936,USA,Student,Nigeria,2023-08-05,2023-09-25,51,Approved,Shanghai,No,Yes,Online
VISA000937,UK,Student,China,2023-05-18,2023-07-24,67,Rejected,Sao Paulo,Yes,Yes,Online
VISA000938,UK,Work,Bangladesh,2023-09-16,2023-11-13,58,Approved,Abuja,No,Yes,Offline
VISA000939,Canada,Work,India,2023-05-31,2023-07-22,52,Approved,Sao Paulo,No,No,Online
VISA000940,Canada,Student,China,2022-12-16,2023-01-16,31,Approved,Dhaka,Yes,Yes,Online
VISA000941,Canada,Student,India,2023-03-22,2023-04-24,33,Approved,Sao Paulo,Yes,Yes,Online
VISA000942,USA,Work,Bangladesh,2022-12-16,2023-01-01,16,Approved,Abuja,Yes,Yes,Online
VISA000943,Australia,Work,China,2023-08-30,2023-10-15,46,Approved,Abuja,Yes,No,Online
VISA000944,Australia,Visiting,Philippines,2023-10-26,2024-01-23,89,Rejected,Sao Paulo,No,No,Online
VISA000945,Canada,Student,Philippines,2022-05-17,2022-06-21,35,Approved,Mumbai,Yes,No,Offline
VISA000946,Canada,Student,Bangladesh,2022-08-31,2022-09-15,15,Approved,Manila,Yes,Yes,Online
VISA000947,Canada,Visiting,Brazil,2023-06-27,2023-09-04,69,Rejected,Bengaluru,Yes,Yes,Online
VISA000948,UK,Student,Bangladesh,2022-02-09,2022-05-10,90,Rejected,Beijing,Yes,Yes,Online
VISA000949,Canada,Tourist,Brazil,2022-08-17,2022-10-15,59,Approved,Bengaluru,Yes,Yes,Online
VISA000950,UK,Student,China,2023-07-02,2023-08-30,59,Approved,Shanghai,No,Yes,Online
VISA000951,Australia,Visiting,Brazil,2022-08-11,2022-09-30,50,Approved,Shanghai,Yes,Yes,Online
VISA000952,USA,Tourist,China,2022-01-06,2022-02-03,28,Approved,Abuja,No,Yes,Online
VISA000953,USA,Work,China,2022-11-18,2022-12-21,33,Approved,Shanghai,Yes,No,Online
VISA000954,USA,Visiting,Nigeria,2023-04-13,2023-06-02,50,Approved,Mumbai,Yes,Yes,Online
VISA000955,USA,Visiting,China,2022-03-16,2022-05-02,47,Approved,Manila,Yes,No,Online
VISA000956,UK,Work,Brazil,2022-01-04,2022-02-26,53,Approved,Shanghai,Yes,Yes,Online
VISA000957,UK,Visiting,Nigeria,2023-10-08,2023-12-14,67,Rejected,Dhaka,Yes,Yes,Online
VISA000958,Canada,Student,Nigeria,2022-04-28,2022-06-13,46,Approved,Manila,No,Yes,Online
VISA000959,UK,Work,China,2023-08-29,2023-11-04,67,Rejected,Mumbai,No,Yes,Offline
VISA000960,Canada,Visiting,Bangladesh,2023-05-19,2023-07-04,46,Approved,Bengaluru,Yes,Yes,Online
VISA000961,Canada,Work,Bangladesh,2023-07-28,2023-10-06,70,Rejected,Manila,Yes,Yes,Offline
VISA000962,USA,Work,Philippines,2023-03-17,2023-05-12,56,Approved,Manila,Yes,No,Online
VISA000963,UK,Work,Nigeria,2022-07-13,2022-08-30,48,Approved,Bengaluru,No,No,Offline
VISA000964,UK,Tourist,China,2023-12-16,2024-02-10,56,Approved,Mumbai,Yes,Yes,Online
VISA000965,Canada,Visiting,Bangladesh,2023-01-27,2023-03-18,50,Approved,Shanghai,No,No,Online
VISA000966,Canada,Tourist,China,2022-01-26,2022-03-23,56,Approved,Abuja,Yes,No,Online
VISA000967,Australia,Visiting,China,2023-03-11,2023-05-16,66,Rejected,Bengaluru,Yes,No,Online
VISA000968,Australia,Student,Nigeria,2022-06-22,2022-08-14,53,Approved,Bengaluru,No,No,Online
VISA000969,Canada,Student,Philippines,2022-10-27,2022-12-15,49,Approved,Bengaluru,Yes,Yes,Online
VISA000970,Australia,Student,Nigeria,2023-10-07,2023-11-14,38,Approved,Bengaluru,Yes,Yes,Online
VISA000971,Australia,Visiting,India,2022-11-22,2023-01-24,63,Approved,Shanghai,Yes,Yes,Offline
VISA000972,Canada,Work,Bangladesh,2023-02-14,2023-04-15,60,Approved,Sao Paulo,Yes,Yes,Online
VISA000973,Canada,Work,Bangladesh,2022-04-28,2022-06-04,37,Approved,Sao Paulo,Yes,Yes,Offline
VISA000974,UK,Tourist,Bangladesh,2023-12-25,2024-03-01,67,Rejected,Chennai,Yes,Yes,Online
VISA000975,Canada,Tourist,Brazil,2022-08-13,2022-09-19,37,Approved,Bengaluru,No,No,Online
VISA000976,Canada,Student,China,2023-06-16,2023-08-25,70,Rejected,Bengaluru,Yes,No,Online
VISA000977,USA,Tourist,Nigeria,2022-04-23,2022-06-27,65,Approved,Manila,No,No,Online
VISA000978,UK,Visiting,Bangladesh,2022-05-20,2022-07-20,61,Approved,Sao Paulo,Yes,No,Online
VISA000979,UK,Visiting,India,2023-07-13,2023-08-31,49,Approved,Shanghai,Yes,No,Offline
VISA000980,UK,Tourist,Bangladesh,2022-01-01,2022-03-05,63,Approved,Abuja,Yes,Yes,Online
VISA000981,USA,Tourist,Philippines,2022-03-31,2022-06-10,71,Rejected,Chennai,Yes,Yes,Online
VISA000982,Canada,Tourist,China,2023-10-16,2023-12-18,63,Approved,Chennai,Yes,Yes,Offline
VISA000983,UK,Tourist,China,2022-11-16,2022-12-30,44,Approved,Shanghai,No,No,Online
VISA000984,UK,Student,Nigeria,2023-07-04,2023-09-01,59,Approved,Abuja,Yes,Yes,Offline
VISA000985,Australia,Student,Brazil,2022-05-19,2022-07-29,71,Rejected,Manila,Yes,No,Offline
VISA000986,UK,Tourist,Nigeria,2023-05-26,2023-08-21,87,Rejected,Beijing,Yes,Yes,Online
VISA000987,Canada,Visiting,Bangladesh,2022-09-16,2022-11-06,51,Approved,Sao Paulo,No,Yes,Online
VISA000988,Canada,Student,Philippines,2023-11-04,2024-01-10,67,Rejected,Bengaluru,No,No,Online
VISA000989,Australia,Visiting,India,2023-11-21,2024-02-01,72,Rejected,Shanghai,Yes,Yes,Offline
VISA000990,UK,Work,Nigeria,2022-01-10,2022-02-21,42,Approved,Sao Paulo,Yes,Yes,Online
VISA000991,UK,Visiting,Brazil,2022-09-18,2022-12-08,81,Rejected,Bengaluru,Yes,Yes,Online
VISA000992,UK,Tourist,Nigeria,2023-10-12,2023-11-20,39,Approved,Beijing,Yes,Yes,Offline
VISA000993,USA,Work,China,2022-06-21,2022-08-27,67,Rejected,Beijing,Yes,No,Online
VISA000994,UK,Student,Bangladesh,2022-01-13,2022-03-13,59,Approved,Mumbai,Yes,Yes,Offline
VISA000995,Canada,Student,Bangladesh,2022-06-17,2022-08-11,55,Approved,Beijing,Yes,Yes,Online
VISA000996,Canada,Work,Bangladesh,2023-10-04,2024-01-05,93,Rejected,Sao Paulo,Yes,Yes,Online
VISA000997,USA,Visiting,Bangladesh,2023-08-19,2023-10-08,50,Approved,Dhaka,Yes,No,Offline
VISA000998,USA,Student,Bangladesh,2022-11-17,2023-01-06,50,Approved,Dhaka,No,Yes,Online
VISA000999,UK,Tourist,Bangladesh,2022-11-15,2023-01-28,74,Rejected,Bengaluru,No,No,Online
VISA001000,Australia,Work,India,2023-09-05,2023-11-10,66,Rejected,Bengaluru,Yes,No,Online
VISA001001,USA,Tourist,Brazil,2022-11-25,2023-02-07,74,Rejected,Mumbai,Yes,Yes,Online
VISA001002,USA,Work,Bangladesh,2023-07-04,2023-08-29,56,Approved,Dhaka,Yes,No,Online
VISA001003,UK,Student,Brazil,2023-02-23,2023-04-23,59,Approved,Bengaluru,Yes,No,Offline
VISA001004,UK,Visiting,Philippines,2023-08-29,2023-11-20,83,Rejected,Beijing,No,Yes,Online
VISA001005,USA,Work,Bangladesh,2022-04-05,2022-05-17,42,Approved,Bengaluru,Yes,Yes,Online
VISA001006,Australia,Work,Nigeria,2023-08-04,2023-09-26,53,Approved,Chennai,No,No,Online
VISA001007,USA,Tourist,Bangladesh,2022-11-14,2023-01-19,66,Rejected,Mumbai,No,No,Online
VISA001008,UK,Student,China,2022-08-24,2022-10-15,52,Approved,Shanghai,Yes,Yes,Offline
VISA001009,UK,Tourist,India,2022-11-30,2023-01-15,46,Approved,Abuja,Yes,Yes,Offline
VISA001010,USA,Student,Nigeria,2023-01-11,2023-03-16,64,Approved,Manila,Yes,No,Online
VISA001011,Australia,Tourist,Nigeria,2023-04-04,2023-06-18,75,Rejected,Abuja,Yes,No,Online
VISA001012,USA,Work,China,2022-05-17,2022-07-08,52,Approved,Abuja,Yes,No,Online
VISA001013,USA,Tourist,Bangladesh,2023-08-11,2023-10-02,52,Approved,Shanghai,Yes,Yes,Online
VISA001014,UK,Visiting,India,2023-07-01,2023-08-15,45,Approved,Bengaluru,No,No,Online
VISA001015,Australia,Student,Nigeria,2023-05-28,2023-07-17,50,Approved,Abuja,Yes,Yes,Online
VISA001016,Canada,Student,India,2022-10-23,2023-01-02,71,Rejected,Chennai,Yes,Yes,Offline
VISA001017,Australia,Work,Nigeria,2022-11-16,2023-01-11,56,Approved,Manila,Yes,No,Online
VISA001018,USA,Student,Bangladesh,2023-07-26,2023-09-06,42,Approved,Abuja,Yes,No,Offline
VISA001019,USA,Visiting,Philippines,2022-12-15,2023-02-11,58,Approved,Dhaka,Yes,Yes,Online
VISA001020,USA,Tourist,Nigeria,2022-08-17,2022-10-26,70,Rejected,Shanghai,No,Yes,Online
VISA001021,Australia,Work,Philippines,2022-09-27,2022-11-12,46,Approved,Shanghai,Yes,No,Offline
VISA001022,UK,Visiting,Nigeria,2022-10-18,2022-11-22,35,Approved,Shanghai,Yes,Yes,Online
VISA001023,USA,Student,Brazil,2023-12-26,2024-03-22,87,Rejected,Mumbai,Yes,No,Offline
VISA001024,USA,Student,Bangladesh,2022-06-14,2022-07-18,34,Approved,Mumbai,Yes,No,Online
VISA001025,Australia,Visiting,China,2022-01-05,2022-02-23,49,Approved,Beijing,No,Yes,Online
VISA001026,Canada,Tourist,Philippines,2023-01-14,2023-03-13,58,Approved,Sao Paulo,Yes,No,Offline
VISA001027,Canada,Tourist,China,2022-03-19,2022-05-08,50,Approved,Manila,No,No,Online
VISA001028,UK,Work,Bangladesh,2023-02-14,2023-04-08,53,Approved,Bengaluru,Yes,No,Offline
VISA001029,UK,Student,China,2023-07-28,2023-09-29,63,Approved,Abuja,Yes,No,Offline
VISA001030,USA,Visiting,Bangladesh,2022-05-12,2022-05-31,19,Approved,Sao Paulo,Yes,No,Online
VISA001031,Australia,Tourist,China,2023-08-24,2023-09-28,35,Approved,Bengaluru,Yes,Yes,Online
